order_item_id,order_id,product_id,line_number,quantity,unit_price_usd,discount_percent,line_total_usd
OI0004015,O001342,P0020,5,2,5780.00,0.00,11560.00
OI0004016,O001343,P0061,1,10,9420.00,0.00,94200.00
OI0004017,O001344,P0034,1,4,10570.00,0.00,42280.00
OI0004018,O001344,P0023,2,8,12130.00,15.00,82484.00
OI0004019,O001344,P0061,3,5,9420.00,0.00,47100.00
OI0004020,O001345,P0037,1,10,6650.00,0.00,66500.00
OI0004021,O001345,P0050,2,5,14600.00,0.00,73000.00
OI0004022,O001345,P0055,3,1,16840.00,0.00,16840.00
OI0004023,O001346,P0025,1,6,13240.00,5.00,75468.00
OI0004024,O001346,P0076,2,4,8140.00,15.00,27676.00
OI0004025,O001346,P0051,3,5,12120.00,5.00,57570.00
OI0004026,O001346,P0040,4,4,17530.00,5.00,66614.00
OI0004027,O001346,P0069,5,4,12320.00,15.00,41888.00
OI0004028,O001347,P0022,1,12,8500.00,5.00,96900.00
OI0004029,O001348,P0068,1,11,2100.00,0.00,23100.00
OI0004030,O001348,P0024,2,5,11180.00,15.00,47515.00
OI0004031,O001348,P0074,3,8,10020.00,0.00,80160.00
OI0004032,O001348,P0074,4,12,10020.00,0.00,120240.00
OI0004033,O001348,P0043,5,8,9450.00,5.00,71820.00
OI0004034,O001349,P0063,1,6,3720.00,0.00,22320.00
OI0004035,O001349,P0018,2,12,670.00,15.00,6834.00
OI0004036,O001349,P0047,3,7,2190.00,0.00,15330.00
OI0004037,O001349,P0027,4,12,4890.00,5.00,55746.00
OI0004038,O001349,P0017,5,8,3480.00,10.00,25056.00
OI0004039,O001350,P0080,1,3,5590.00,0.00,16770.00
OI0004040,O001350,P0044,2,9,13780.00,15.00,105417.00
OI0004041,O001350,P0040,3,11,17530.00,0.00,192830.00
OI0004042,O001350,P0001,4,4,4300.00,0.00,17200.00
OI0004043,O001350,P0013,5,10,9840.00,0.00,98400.00
OI0004044,O001351,P0030,1,1,340.00,10.00,306.00
OI0004045,O001351,P0036,2,9,10120.00,0.00,91080.00
OI0004046,O001351,P0023,3,3,12130.00,0.00,36390.00
OI0004047,O001352,P0009,1,2,5290.00,0.00,10580.00
OI0004048,O001353,P0004,1,6,16440.00,0.00,98640.00
OI0004049,O001353,P0036,2,6,10120.00,5.00,57684.00
OI0004050,O001353,P0025,3,2,13240.00,0.00,26480.00
OI0004051,O001354,P0006,1,8,570.00,10.00,4104.00
OI0004052,O001354,P0046,2,4,7120.00,0.00,28480.00
OI0004053,O001354,P0011,3,10,6240.00,0.00,62400.00
OI0004054,O001354,P0041,4,9,12490.00,0.00,112410.00
OI0004055,O001354,P0004,5,10,16440.00,0.00,164400.00
OI0004056,O001355,P0057,1,12,5170.00,0.00,62040.00
OI0004057,O001356,P0055,1,5,16840.00,0.00,84200.00
OI0004058,O001356,P0075,2,4,14230.00,0.00,56920.00
OI0004059,O001356,P0061,3,3,9420.00,0.00,28260.00
OI0004060,O001356,P0019,4,11,7370.00,0.00,81070.00
OI0004061,O001356,P0034,5,3,10570.00,0.00,31710.00
OI0004062,O001357,P0078,1,7,7660.00,10.00,48258.00
OI0004063,O001357,P0065,2,4,10680.00,0.00,42720.00
OI0004064,O001357,P0024,3,7,11180.00,0.00,78260.00
OI0004065,O001358,P0033,1,12,800.00,5.00,9120.00
OI0004066,O001359,P0055,1,8,16840.00,5.00,127984.00
OI0004067,O001359,P0021,2,4,17850.00,0.00,71400.00
OI0004068,O001359,P0067,3,9,16160.00,0.00,145440.00
OI0004069,O001359,P0060,4,3,8800.00,15.00,22440.00
OI0004070,O001360,P0015,1,8,8020.00,15.00,54536.00
OI0004071,O001361,P0019,1,10,7370.00,15.00,62645.00
OI0004072,O001361,P0075,2,6,14230.00,0.00,85380.00
OI0004073,O001361,P0024,3,3,11180.00,0.00,33540.00
OI0004074,O001361,P0030,4,7,340.00,15.00,2023.00
OI0004075,O001361,P0057,5,10,5170.00,0.00,51700.00
OI0004076,O001362,P0025,1,2,13240.00,10.00,23832.00
OI0004077,O001362,P0015,2,4,8020.00,0.00,32080.00
OI0004078,O001362,P0030,3,12,340.00,5.00,3876.00
OI0004079,O001362,P0069,4,1,12320.00,15.00,10472.00
OI0004080,O001362,P0060,5,6,8800.00,0.00,52800.00
OI0004081,O001363,P0030,1,10,340.00,0.00,3400.00
OI0004082,O001363,P0019,2,2,7370.00,10.00,13266.00
OI0004083,O001363,P0052,3,10,13500.00,0.00,135000.00
OI0004084,O001363,P0015,4,8,8020.00,15.00,54536.00
OI0004085,O001363,P0037,5,4,6650.00,0.00,26600.00
OI0004086,O001364,P0054,1,4,10100.00,0.00,40400.00
OI0004087,O001364,P0043,2,11,9450.00,0.00,103950.00
OI0004088,O001365,P0049,1,12,16150.00,0.00,193800.00
OI0004089,O001365,P0037,2,10,6650.00,10.00,59850.00
OI0004090,O001365,P0022,3,11,8500.00,0.00,93500.00
OI0004091,O001365,P0056,4,6,10190.00,0.00,61140.00
OI0004092,O001366,P0036,1,8,10120.00,0.00,80960.00
OI0004093,O001366,P0049,2,10,16150.00,0.00,161500.00
OI0004094,O001367,P0033,1,5,800.00,0.00,4000.00
OI0004095,O001367,P0075,2,9,14230.00,0.00,128070.00
OI0004096,O001367,P0037,3,12,6650.00,10.00,71820.00
OI0004097,O001367,P0063,4,10,3720.00,0.00,37200.00
OI0004098,O001367,P0005,5,4,3300.00,0.00,13200.00
OI0004099,O001368,P0075,1,4,14230.00,10.00,51228.00
OI0004100,O001368,P0045,2,10,14880.00,0.00,148800.00
OI0004101,O001369,P0017,1,4,3480.00,10.00,12528.00
OI0004102,O001370,P0036,1,9,10120.00,5.00,86526.00
OI0004103,O001370,P0027,2,1,4890.00,0.00,4890.00
OI0004104,O001370,P0070,3,6,13990.00,15.00,71349.00
OI0004105,O001370,P0038,4,2,11890.00,0.00,23780.00
OI0004106,O001371,P0078,1,4,7660.00,5.00,29108.00
OI0004107,O001372,P0061,1,10,9420.00,15.00,80070.00
OI0004108,O001372,P0018,2,1,670.00,0.00,670.00
OI0004109,O001373,P0041,1,12,12490.00,10.00,134892.00
OI0004110,O001374,P0065,1,8,10680.00,0.00,85440.00
OI0004111,O001374,P0059,2,5,14710.00,0.00,73550.00
OI0004112,O001374,P0066,3,5,11920.00,15.00,50660.00
OI0004113,O001375,P0065,1,3,10680.00,0.00,32040.00
OI0004114,O001375,P0035,2,9,14850.00,5.00,126967.50
OI0004115,O001376,P0016,1,11,8740.00,0.00,96140.00
OI0004116,O001376,P0017,2,3,3480.00,10.00,9396.00
OI0004117,O001376,P0004,3,5,16440.00,0.00,82200.00
OI0004118,O001376,P0051,4,8,12120.00,5.00,92112.00
OI0004119,O001377,P0018,1,4,670.00,15.00,2278.00
OI0004120,O001377,P0059,2,8,14710.00,15.00,100028.00
OI0004121,O001377,P0063,3,5,3720.00,0.00,18600.00
OI0004122,O001377,P0039,4,9,3060.00,0.00,27540.00
OI0004123,O001377,P0063,5,2,3720.00,15.00,6324.00
OI0004124,O001378,P0015,1,12,8020.00,15.00,81804.00
OI0004125,O001378,P0042,2,8,2830.00,0.00,22640.00
OI0004126,O001378,P0062,3,12,8730.00,5.00,99522.00
OI0004127,O001378,P0027,4,7,4890.00,15.00,29095.50
OI0004128,O001378,P0054,5,7,10100.00,0.00,70700.00
OI0004129,O001379,P0009,1,2,5290.00,0.00,10580.00
OI0004130,O001379,P0048,2,6,12050.00,5.00,68685.00
OI0004131,O001379,P0060,3,9,8800.00,0.00,79200.00
OI0004132,O001379,P0044,4,3,13780.00,15.00,35139.00
OI0004133,O001380,P0021,1,7,17850.00,0.00,124950.00
OI0004134,O001381,P0015,1,8,8020.00,0.00,64160.00
OI0004135,O001382,P0004,1,3,16440.00,15.00,41922.00
OI0004136,O001382,P0030,2,5,340.00,10.00,1530.00
OI0004137,O001382,P0059,3,9,14710.00,0.00,132390.00
OI0004138,O001383,P0054,1,5,10100.00,10.00,45450.00
OI0004139,O001383,P0020,2,6,5780.00,0.00,34680.00
OI0004140,O001383,P0062,3,5,8730.00,0.00,43650.00
OI0004141,O001383,P0029,4,2,8380.00,15.00,14246.00
OI0004142,O001383,P0054,5,7,10100.00,5.00,67165.00
OI0004143,O001384,P0065,1,7,10680.00,10.00,67284.00
OI0004144,O001384,P0015,2,12,8020.00,5.00,91428.00
OI0004145,O001385,P0016,1,11,8740.00,5.00,91333.00
OI0004146,O001385,P0010,2,1,3500.00,10.00,3150.00
OI0004147,O001385,P0079,3,2,15570.00,0.00,31140.00
OI0004148,O001385,P0060,4,10,8800.00,0.00,88000.00
OI0004149,O001386,P0025,1,7,13240.00,0.00,92680.00
OI0004150,O001387,P0066,1,6,11920.00,5.00,67944.00
OI0004151,O001387,P0041,2,3,12490.00,15.00,31849.50
OI0004152,O001387,P0048,3,2,12050.00,0.00,24100.00
OI0004153,O001387,P0037,4,5,6650.00,15.00,28262.50
OI0004154,O001388,P0065,1,3,10680.00,0.00,32040.00
OI0004155,O001388,P0073,2,6,1430.00,5.00,8151.00
OI0004156,O001389,P0048,1,11,12050.00,5.00,125922.50
OI0004157,O001390,P0074,1,11,10020.00,0.00,110220.00
OI0004158,O001391,P0055,1,11,16840.00,0.00,185240.00
OI0004159,O001391,P0020,2,7,5780.00,10.00,36414.00
OI0004160,O001391,P0029,3,7,8380.00,0.00,58660.00
OI0004161,O001392,P0019,1,11,7370.00,15.00,68909.50
OI0004162,O001393,P0024,1,2,11180.00,0.00,22360.00
OI0004163,O001394,P0042,1,9,2830.00,15.00,21649.50
OI0004164,O001394,P0006,2,6,570.00,15.00,2907.00
OI0004165,O001394,P0069,3,9,12320.00,15.00,94248.00
OI0004166,O001394,P0042,4,8,2830.00,15.00,19244.00
OI0004167,O001394,P0067,5,10,16160.00,10.00,145440.00
OI0004168,O001395,P0035,1,6,14850.00,0.00,89100.00
OI0004169,O001395,P0074,2,10,10020.00,10.00,90180.00
OI0004170,O001395,P0001,3,1,4300.00,0.00,4300.00
OI0004171,O001395,P0030,4,4,340.00,0.00,1360.00
OI0004172,O001396,P0059,1,7,14710.00,15.00,87524.50
OI0004173,O001396,P0075,2,11,14230.00,10.00,140877.00
OI0004174,O001396,P0019,3,11,7370.00,0.00,81070.00
OI0004175,O001396,P0033,4,7,800.00,10.00,5040.00
OI0004176,O001396,P0033,5,4,800.00,0.00,3200.00
OI0004177,O001397,P0021,1,9,17850.00,0.00,160650.00
OI0004178,O001397,P0025,2,9,13240.00,0.00,119160.00
OI0004179,O001397,P0031,3,4,3650.00,5.00,13870.00
OI0004180,O001397,P0028,4,4,9080.00,5.00,34504.00
OI0004181,O001398,P0016,1,10,8740.00,0.00,87400.00
OI0004182,O001398,P0040,2,4,17530.00,10.00,63108.00
OI0004183,O001398,P0011,3,12,6240.00,0.00,74880.00
OI0004184,O001398,P0065,4,6,10680.00,0.00,64080.00
OI0004185,O001398,P0015,5,3,8020.00,0.00,24060.00
OI0004186,O001399,P0031,1,12,3650.00,0.00,43800.00
OI0004187,O001399,P0052,2,7,13500.00,15.00,80325.00
OI0004188,O001399,P0046,3,10,7120.00,15.00,60520.00
OI0004189,O001399,P0004,4,6,16440.00,15.00,83844.00
OI0004190,O001400,P0013,1,3,9840.00,5.00,28044.00
OI0004191,O001400,P0070,2,9,13990.00,15.00,107023.50
OI0004192,O001400,P0037,3,6,6650.00,5.00,37905.00
OI0004193,O001401,P0014,1,8,14460.00,10.00,104112.00
OI0004194,O001401,P0018,2,12,670.00,10.00,7236.00
OI0004195,O001401,P0055,3,1,16840.00,15.00,14314.00
OI0004196,O001401,P0020,4,1,5780.00,0.00,5780.00
OI0004197,O001402,P0004,1,8,16440.00,0.00,131520.00
OI0004198,O001402,P0035,2,9,14850.00,10.00,120285.00
OI0004199,O001402,P0025,3,6,13240.00,5.00,75468.00
OI0004200,O001403,P0020,1,9,5780.00,10.00,46818.00
OI0004201,O001403,P0035,2,4,14850.00,5.00,56430.00
OI0004202,O001403,P0003,3,10,14640.00,0.00,146400.00
OI0004203,O001403,P0030,4,9,340.00,10.00,2754.00
OI0004204,O001403,P0030,5,11,340.00,15.00,3179.00
OI0004205,O001404,P0062,1,2,8730.00,0.00,17460.00
OI0004206,O001404,P0077,2,2,14410.00,0.00,28820.00
OI0004207,O001404,P0001,3,1,4300.00,0.00,4300.00
OI0004208,O001404,P0008,4,11,5830.00,0.00,64130.00
OI0004209,O001405,P0009,1,10,5290.00,0.00,52900.00
OI0004210,O001406,P0006,1,6,570.00,0.00,3420.00
OI0004211,O001407,P0039,1,8,3060.00,0.00,24480.00
OI0004212,O001407,P0045,2,8,14880.00,0.00,119040.00
OI0004213,O001407,P0060,3,10,8800.00,15.00,74800.00
OI0004214,O001407,P0065,4,7,10680.00,0.00,74760.00
OI0004215,O001407,P0042,5,10,2830.00,0.00,28300.00
OI0004216,O001408,P0036,1,11,10120.00,0.00,111320.00
OI0004217,O001408,P0073,2,6,1430.00,0.00,8580.00
OI0004218,O001408,P0014,3,3,14460.00,0.00,43380.00
OI0004219,O001409,P0068,1,12,2100.00,0.00,25200.00
OI0004220,O001409,P0048,2,9,12050.00,0.00,108450.00
OI0004221,O001409,P0068,3,9,2100.00,0.00,18900.00
OI0004222,O001410,P0074,1,5,10020.00,10.00,45090.00
OI0004223,O001410,P0042,2,3,2830.00,0.00,8490.00
OI0004224,O001410,P0036,3,2,10120.00,5.00,19228.00
OI0004225,O001410,P0015,4,8,8020.00,0.00,64160.00
OI0004226,O001410,P0015,5,4,8020.00,5.00,30476.00
OI0004227,O001411,P0073,1,1,1430.00,0.00,1430.00
OI0004228,O001411,P0056,2,6,10190.00,0.00,61140.00
OI0004229,O001412,P0004,1,12,16440.00,10.00,177552.00
OI0004230,O001412,P0065,2,8,10680.00,15.00,72624.00
OI0004231,O001412,P0002,3,1,12930.00,0.00,12930.00
OI0004232,O001412,P0031,4,5,3650.00,0.00,18250.00
OI0004233,O001412,P0003,5,9,14640.00,0.00,131760.00
OI0004234,O001413,P0047,1,1,2190.00,15.00,1861.50
OI0004235,O001413,P0038,2,6,11890.00,5.00,67773.00
OI0004236,O001414,P0004,1,8,16440.00,0.00,131520.00
OI0004237,O001414,P0069,2,3,12320.00,0.00,36960.00
OI0004238,O001414,P0064,3,6,8250.00,10.00,44550.00
OI0004239,O001414,P0069,4,7,12320.00,15.00,73304.00
OI0004240,O001414,P0056,5,2,10190.00,0.00,20380.00
OI0004241,O001415,P0017,1,7,3480.00,0.00,24360.00
OI0004242,O001415,P0007,2,7,4920.00,10.00,30996.00
OI0004243,O001415,P0002,3,1,12930.00,10.00,11637.00
OI0004244,O001415,P0072,4,8,6730.00,0.00,53840.00
OI0004245,O001415,P0069,5,9,12320.00,10.00,99792.00
OI0004246,O001416,P0052,1,8,13500.00,15.00,91800.00
OI0004247,O001416,P0021,2,8,17850.00,15.00,121380.00
OI0004248,O001416,P0011,3,2,6240.00,0.00,12480.00
OI0004249,O001416,P0062,4,5,8730.00,15.00,37102.50
OI0004250,O001416,P0034,5,7,10570.00,10.00,66591.00
OI0004251,O001417,P0077,1,5,14410.00,10.00,64845.00
OI0004252,O001417,P0028,2,4,9080.00,15.00,30872.00
OI0004253,O001417,P0056,3,11,10190.00,5.00,106485.50
OI0004254,O001418,P0074,1,8,10020.00,0.00,80160.00
OI0004255,O001418,P0017,2,10,3480.00,5.00,33060.00
OI0004256,O001418,P0057,3,4,5170.00,15.00,17578.00
OI0004257,O001418,P0031,4,4,3650.00,5.00,13870.00
OI0004258,O001419,P0079,1,2,15570.00,10.00,28026.00
OI0004259,O001419,P0004,2,9,16440.00,5.00,140562.00
OI0004260,O001419,P0048,3,6,12050.00,0.00,72300.00
OI0004261,O001419,P0048,4,10,12050.00,10.00,108450.00
OI0004262,O001419,P0053,5,5,16730.00,0.00,83650.00
OI0004263,O001420,P0049,1,2,16150.00,5.00,30685.00
OI0004264,O001420,P0049,2,1,16150.00,5.00,15342.50
OI0004265,O001420,P0042,3,8,2830.00,0.00,22640.00
OI0004266,O001420,P0029,4,9,8380.00,10.00,67878.00
OI0004267,O001420,P0021,5,4,17850.00,15.00,60690.00
OI0004268,O001421,P0074,1,8,10020.00,0.00,80160.00
OI0004269,O001421,P0079,2,9,15570.00,0.00,140130.00
OI0004270,O001421,P0063,3,10,3720.00,0.00,37200.00
OI0004271,O001421,P0074,4,10,10020.00,15.00,85170.00
OI0004272,O001421,P0005,5,9,3300.00,5.00,28215.00
OI0004273,O001422,P0068,1,10,2100.00,10.00,18900.00
OI0004274,O001422,P0021,2,11,17850.00,5.00,186532.50
OI0004275,O001422,P0012,3,3,6280.00,15.00,16014.00
OI0004276,O001423,P0019,1,8,7370.00,0.00,58960.00
OI0004277,O001423,P0009,2,6,5290.00,0.00,31740.00
OI0004278,O001423,P0051,3,12,12120.00,0.00,145440.00
OI0004279,O001424,P0027,1,8,4890.00,15.00,33252.00
OI0004280,O001424,P0070,2,9,13990.00,15.00,107023.50
OI0004281,O001424,P0032,3,6,330.00,0.00,1980.00
OI0004282,O001425,P0037,1,1,6650.00,0.00,6650.00
OI0004283,O001425,P0054,2,3,10100.00,5.00,28785.00
OI0004284,O001426,P0068,1,8,2100.00,15.00,14280.00
OI0004285,O001427,P0065,1,11,10680.00,15.00,99858.00
OI0004286,O001427,P0069,2,6,12320.00,10.00,66528.00
OI0004287,O001427,P0017,3,9,3480.00,0.00,31320.00
OI0004288,O001428,P0062,1,9,8730.00,0.00,78570.00
OI0004289,O001428,P0061,2,11,9420.00,0.00,103620.00
OI0004290,O001428,P0005,3,5,3300.00,5.00,15675.00
OI0004291,O001428,P0015,4,9,8020.00,0.00,72180.00
OI0004292,O001428,P0026,5,1,13420.00,0.00,13420.00
OI0004293,O001429,P0035,1,7,14850.00,15.00,88357.50
OI0004294,O001429,P0004,2,3,16440.00,0.00,49320.00
OI0004295,O001429,P0010,3,11,3500.00,10.00,34650.00
OI0004296,O001429,P0041,4,1,12490.00,0.00,12490.00
OI0004297,O001430,P0044,1,4,13780.00,15.00,46852.00
OI0004298,O001430,P0078,2,1,7660.00,10.00,6894.00
OI0004299,O001430,P0026,3,11,13420.00,0.00,147620.00
OI0004300,O001430,P0037,4,8,6650.00,0.00,53200.00
OI0004301,O001430,P0064,5,9,8250.00,15.00,63112.50
OI0004302,O001431,P0065,1,8,10680.00,15.00,72624.00
OI0004303,O001431,P0049,2,2,16150.00,15.00,27455.00
OI0004304,O001431,P0005,3,12,3300.00,15.00,33660.00
OI0004305,O001432,P0026,1,2,13420.00,0.00,26840.00
OI0004306,O001432,P0052,2,5,13500.00,0.00,67500.00
OI0004307,O001433,P0041,1,7,12490.00,10.00,78687.00
OI0004308,O001433,P0036,2,10,10120.00,5.00,96140.00
OI0004309,O001433,P0040,3,4,17530.00,15.00,59602.00
OI0004310,O001433,P0038,4,8,11890.00,5.00,90364.00
OI0004311,O001434,P0049,1,8,16150.00,0.00,129200.00
OI0004312,O001434,P0013,2,3,9840.00,0.00,29520.00
OI0004313,O001434,P0046,3,4,7120.00,5.00,27056.00
OI0004314,O001435,P0030,1,12,340.00,10.00,3672.00
OI0004315,O001435,P0017,2,7,3480.00,15.00,20706.00
OI0004316,O001435,P0017,3,7,3480.00,0.00,24360.00
OI0004317,O001435,P0079,4,7,15570.00,5.00,103540.50
OI0004318,O001436,P0036,1,11,10120.00,0.00,111320.00
OI0004319,O001437,P0035,1,8,14850.00,0.00,118800.00
OI0004320,O001437,P0050,2,7,14600.00,10.00,91980.00
OI0004321,O001437,P0009,3,5,5290.00,0.00,26450.00
OI0004322,O001437,P0034,4,3,10570.00,15.00,26953.50
OI0004323,O001437,P0021,5,12,17850.00,0.00,214200.00
OI0004324,O001438,P0057,1,6,5170.00,5.00,29469.00
OI0004325,O001438,P0031,2,2,3650.00,5.00,6935.00
OI0004326,O001438,P0072,3,9,6730.00,10.00,54513.00
OI0004327,O001439,P0065,1,12,10680.00,0.00,128160.00
OI0004328,O001439,P0071,2,9,16680.00,5.00,142614.00
OI0004329,O001439,P0040,3,10,17530.00,5.00,166535.00
OI0004330,O001439,P0023,4,10,12130.00,10.00,109170.00
OI0004331,O001439,P0021,5,3,17850.00,0.00,53550.00
OI0004332,O001440,P0057,1,1,5170.00,5.00,4911.50
OI0004333,O001441,P0007,1,8,4920.00,0.00,39360.00
OI0004334,O001441,P0047,2,6,2190.00,0.00,13140.00
OI0004335,O001441,P0065,3,8,10680.00,0.00,85440.00
OI0004336,O001441,P0038,4,9,11890.00,15.00,90958.50
OI0004337,O001441,P0072,5,6,6730.00,15.00,34323.00
OI0004338,O001442,P0066,1,5,11920.00,0.00,59600.00
OI0004339,O001442,P0072,2,4,6730.00,0.00,26920.00
OI0004340,O001442,P0032,3,11,330.00,5.00,3448.50
OI0004341,O001443,P0075,1,10,14230.00,0.00,142300.00
OI0004342,O001443,P0004,2,7,16440.00,0.00,115080.00
OI0004343,O001443,P0078,3,4,7660.00,0.00,30640.00
OI0004344,O001443,P0034,4,5,10570.00,0.00,52850.00
OI0004345,O001443,P0001,5,7,4300.00,10.00,27090.00
OI0004346,O001444,P0069,1,12,12320.00,10.00,133056.00
OI0004347,O001445,P0080,1,7,5590.00,0.00,39130.00
OI0004348,O001445,P0059,2,11,14710.00,5.00,153719.50
OI0004349,O001446,P0050,1,1,14600.00,0.00,14600.00
OI0004350,O001446,P0027,2,2,4890.00,0.00,9780.00
OI0004351,O001446,P0009,3,12,5290.00,0.00,63480.00
OI0004352,O001446,P0073,4,10,1430.00,15.00,12155.00
OI0004353,O001446,P0057,5,9,5170.00,15.00,39550.50
OI0004354,O001447,P0067,1,12,16160.00,0.00,193920.00
OI0004355,O001447,P0025,2,8,13240.00,5.00,100624.00
OI0004356,O001448,P0069,1,6,12320.00,0.00,73920.00
OI0004357,O001448,P0067,2,1,16160.00,0.00,16160.00
OI0004358,O001448,P0012,3,5,6280.00,10.00,28260.00
OI0004359,O001448,P0022,4,8,8500.00,0.00,68000.00
OI0004360,O001448,P0064,5,1,8250.00,15.00,7012.50
OI0004361,O001449,P0064,1,10,8250.00,10.00,74250.00
OI0004362,O001449,P0047,2,3,2190.00,0.00,6570.00
OI0004363,O001449,P0069,3,7,12320.00,0.00,86240.00
OI0004364,O001450,P0055,1,8,16840.00,10.00,121248.00
OI0004365,O001450,P0005,2,3,3300.00,0.00,9900.00
OI0004366,O001450,P0042,3,6,2830.00,10.00,15282.00
OI0004367,O001450,P0060,4,12,8800.00,10.00,95040.00
OI0004368,O001450,P0002,5,6,12930.00,15.00,65943.00
OI0004369,O001451,P0060,1,2,8800.00,0.00,17600.00
OI0004370,O001451,P0049,2,9,16150.00,0.00,145350.00
OI0004371,O001451,P0067,3,6,16160.00,0.00,96960.00
OI0004372,O001451,P0015,4,1,8020.00,15.00,6817.00
OI0004373,O001452,P0062,1,5,8730.00,0.00,43650.00
OI0004374,O001452,P0008,2,1,5830.00,0.00,5830.00
OI0004375,O001452,P0018,3,1,670.00,0.00,670.00
OI0004376,O001453,P0006,1,11,570.00,0.00,6270.00
OI0004377,O001453,P0059,2,8,14710.00,0.00,117680.00
OI0004378,O001453,P0018,3,4,670.00,5.00,2546.00
OI0004379,O001453,P0006,4,5,570.00,0.00,2850.00
OI0004380,O001453,P0073,5,4,1430.00,0.00,5720.00
OI0004381,O001454,P0064,1,1,8250.00,10.00,7425.00
OI0004382,O001454,P0078,2,9,7660.00,0.00,68940.00
OI0004383,O001455,P0011,1,3,6240.00,0.00,18720.00
OI0004384,O001456,P0003,1,12,14640.00,0.00,175680.00
OI0004385,O001456,P0021,2,6,17850.00,0.00,107100.00
OI0004386,O001457,P0048,1,12,12050.00,15.00,122910.00
OI0004387,O001457,P0029,2,2,8380.00,0.00,16760.00
OI0004388,O001457,P0053,3,1,16730.00,15.00,14220.50
OI0004389,O001458,P0071,1,9,16680.00,5.00,142614.00
OI0004390,O001458,P0049,2,3,16150.00,5.00,46027.50
OI0004391,O001458,P0015,3,7,8020.00,15.00,47719.00
OI0004392,O001458,P0046,4,3,7120.00,0.00,21360.00
OI0004393,O001458,P0053,5,5,16730.00,0.00,83650.00
OI0004394,O001459,P0008,1,1,5830.00,0.00,5830.00
OI0004395,O001459,P0080,2,12,5590.00,15.00,57018.00
OI0004396,O001459,P0029,3,5,8380.00,0.00,41900.00
OI0004397,O001459,P0052,4,11,13500.00,0.00,148500.00
OI0004398,O001460,P0005,1,3,3300.00,5.00,9405.00
OI0004399,O001461,P0069,1,10,12320.00,0.00,123200.00
OI0004400,O001461,P0040,2,9,17530.00,0.00,157770.00
OI0004401,O001461,P0043,3,10,9450.00,15.00,80325.00
OI0004402,O001461,P0009,4,3,5290.00,0.00,15870.00
OI0004403,O001461,P0004,5,8,16440.00,0.00,131520.00
OI0004404,O001462,P0017,1,12,3480.00,5.00,39672.00
OI0004405,O001462,P0057,2,11,5170.00,0.00,56870.00
OI0004406,O001462,P0048,3,12,12050.00,15.00,122910.00
OI0004407,O001463,P0040,1,7,17530.00,10.00,110439.00
OI0004408,O001463,P0010,2,12,3500.00,0.00,42000.00
OI0004409,O001463,P0041,3,1,12490.00,10.00,11241.00
OI0004410,O001463,P0065,4,10,10680.00,0.00,106800.00
OI0004411,O001464,P0013,1,4,9840.00,5.00,37392.00
OI0004412,O001464,P0067,2,5,16160.00,5.00,76760.00
OI0004413,O001464,P0074,3,8,10020.00,15.00,68136.00
OI0004414,O001464,P0005,4,9,3300.00,10.00,26730.00
OI0004415,O001464,P0033,5,9,800.00,0.00,7200.00
OI0004416,O001465,P0051,1,8,12120.00,10.00,87264.00
OI0004417,O001465,P0009,2,5,5290.00,10.00,23805.00
OI0004418,O001465,P0018,3,11,670.00,0.00,7370.00
OI0004419,O001465,P0065,4,8,10680.00,0.00,85440.00
OI0004420,O001465,P0022,5,4,8500.00,5.00,32300.00
OI0004421,O001466,P0038,1,6,11890.00,5.00,67773.00
OI0004422,O001466,P0052,2,10,13500.00,0.00,135000.00
OI0004423,O001466,P0078,3,6,7660.00,10.00,41364.00
OI0004424,O001467,P0032,1,4,330.00,5.00,1254.00
OI0004425,O001467,P0044,2,3,13780.00,15.00,35139.00
OI0004426,O001467,P0067,3,1,16160.00,5.00,15352.00
OI0004427,O001467,P0051,4,7,12120.00,15.00,72114.00
OI0004428,O001468,P0038,1,8,11890.00,10.00,85608.00
OI0004429,O001468,P0013,2,5,9840.00,0.00,49200.00
OI0004430,O001468,P0058,3,1,1830.00,0.00,1830.00
OI0004431,O001468,P0076,4,7,8140.00,10.00,51282.00
OI0004432,O001469,P0049,1,9,16150.00,0.00,145350.00
OI0004433,O001469,P0063,2,11,3720.00,0.00,40920.00
OI0004434,O001469,P0043,3,4,9450.00,10.00,34020.00
OI0004435,O001469,P0050,4,9,14600.00,0.00,131400.00
OI0004436,O001470,P0008,1,10,5830.00,15.00,49555.00
OI0004437,O001470,P0070,2,8,13990.00,15.00,95132.00
OI0004438,O001470,P0027,3,9,4890.00,0.00,44010.00
OI0004439,O001470,P0049,4,7,16150.00,10.00,101745.00
OI0004440,O001470,P0043,5,12,9450.00,5.00,107730.00
OI0004441,O001471,P0003,1,11,14640.00,0.00,161040.00
OI0004442,O001472,P0033,1,9,800.00,15.00,6120.00
OI0004443,O001472,P0017,2,1,3480.00,5.00,3306.00
OI0004444,O001473,P0066,1,3,11920.00,0.00,35760.00
OI0004445,O001473,P0028,2,8,9080.00,10.00,65376.00
OI0004446,O001473,P0045,3,10,14880.00,0.00,148800.00
OI0004447,O001474,P0056,1,5,10190.00,0.00,50950.00
OI0004448,O001474,P0022,2,6,8500.00,0.00,51000.00
OI0004449,O001475,P0065,1,5,10680.00,0.00,53400.00
OI0004450,O001475,P0079,2,3,15570.00,10.00,42039.00
OI0004451,O001476,P0010,1,4,3500.00,0.00,14000.00
