order_id,customer_id,product_id,order_date,quantity,unit_price,revenue,quarter
O-00774,C-0075,P-100,2025-02-24,19,1287.41,24460.79,Q1
O-00775,C-0037,P-104,2025-06-26,14,133.87,1874.18,Q2
O-00776,C-0084,P-103,2025-10-20,20,241.39,4827.8,Q4
O-00777,C-0023,P-102,2025-07-26,5,813.11,4065.55,Q3
O-00778,C-0088,P-103,2025-01-20,13,277.84,3611.92,Q1
O-00779,C-0043,P-101,2025-01-26,16,448.92,7182.72,Q1
O-00780,C-0048,P-100,2025-06-22,10,1090.6,10906.0,Q2
O-00781,C-0063,P-100,2025-04-27,5,1086.2,5431.0,Q2
O-00782,C-0096,P-103,2025-06-14,9,263.77,2373.93,Q2
O-00783,C-0078,P-100,2025-04-07,15,1048.78,15731.7,Q2
O-00784,C-0053,P-103,2025-09-22,12,271.84,3262.08,Q3
O-00785,C-0066,P-101,2025-02-03,10,419.34,4193.4,Q1
O-00786,C-0052,P-101,2025-09-26,19,324.05,6156.95,Q3
O-00787,C-0025,P-101,2025-01-30,8,324.63,2597.04,Q1
O-00788,C-0007,P-102,2025-12-27,7,716.71,5016.97,Q4
O-00789,C-0060,P-104,2025-07-23,4,155.76,623.04,Q3
O-00790,C-0031,P-102,2025-09-08,20,764.91,15298.2,Q3
O-00791,C-0061,P-104,2025-10-10,12,138.07,1656.84,Q4
O-00792,C-0034,P-100,2025-05-26,1,1122.36,1122.36,Q2
O-00793,C-0021,P-104,2025-04-20,8,153.99,1231.92,Q2
O-00794,C-0087,P-101,2025-05-18,14,391.86,5486.04,Q2
O-00795,C-0100,P-100,2025-08-31,5,1231.9,6159.5,Q3
O-00796,C-0077,P-100,2025-04-25,9,1215.5,10939.5,Q2
O-00797,C-0040,P-102,2025-08-05,13,878.44,11419.72,Q3
O-00798,C-0059,P-102,2025-04-22,15,724.6,10869.0,Q2
O-00799,C-0067,P-104,2025-07-23,19,125.37,2382.03,Q3
O-00800,C-0066,P-102,2025-10-15,20,810.53,16210.6,Q4
O-00801,C-0039,P-100,2025-09-04,3,1101.24,3303.72,Q3
O-00802,C-0036,P-102,2025-05-22,9,823.71,7413.39,Q2
O-00803,C-0084,P-102,2025-04-07,5,784.84,3924.2,Q2
O-00804,C-0031,P-100,2025-11-04,13,1237.42,16086.46,Q4
O-00805,C-0088,P-101,2025-01-14,16,459.65,7354.4,Q1
O-00806,C-0034,P-103,2025-07-27,13,264.46,3437.98,Q3
O-00807,C-0075,P-104,2025-04-08,11,158.14,1739.54,Q2
O-00808,C-0029,P-104,2025-11-23,16,167.59,2681.44,Q4
O-00809,C-0086,P-102,2025-09-17,10,876.72,8767.2,Q3
O-00810,C-0085,P-104,2025-04-03,10,125.12,1251.2,Q2
O-00811,C-0017,P-102,2025-10-14,6,905.14,5430.84,Q4
O-00812,C-0043,P-100,2025-04-24,12,1053.8,12645.6,Q2
O-00813,C-0040,P-103,2025-06-19,12,222.8,2673.6,Q2
O-00814,C-0038,P-103,2025-03-02,16,204.7,3275.2,Q1
O-00815,C-0082,P-104,2025-10-25,20,123.74,2474.8,Q4
O-00816,C-0025,P-104,2025-03-03,13,147.82,1921.66,Q1
O-00817,C-0053,P-100,2025-03-19,5,1376.79,6883.95,Q1
O-00818,C-0044,P-103,2025-10-19,15,212.53,3187.95,Q4
O-00819,C-0092,P-101,2025-02-11,16,366.57,5865.12,Q1
O-00820,C-0023,P-102,2025-11-21,2,641.32,1282.64,Q4
O-00821,C-0036,P-101,2025-03-28,19,427.03,8113.57,Q1
O-00822,C-0063,P-100,2025-03-08,20,1142.16,22843.2,Q1
O-00823,C-0055,P-103,2025-08-08,16,233.54,3736.64,Q3
O-00824,C-0005,P-104,2025-04-13,12,169.88,2038.56,Q2
O-00825,C-0042,P-104,2025-04-08,1,155.53,155.53,Q2
O-00826,C-0081,P-101,2025-04-26,12,363.69,4364.28,Q2
O-00827,C-0014,P-103,2025-09-15,19,226.79,4309.01,Q3
O-00828,C-0009,P-100,2025-06-02,10,1151.49,11514.9,Q2
O-00829,C-0067,P-104,2025-09-26,11,142.77,1570.47,Q3
O-00830,C-0088,P-101,2025-06-25,16,370.3,5924.8,Q2
O-00831,C-0025,P-101,2025-07-26,1,351.98,351.98,Q3
O-00832,C-0094,P-101,2025-04-19,1,402.56,402.56,Q2
O-00833,C-0022,P-100,2025-07-07,2,1117.58,2235.16,Q3
O-00834,C-0082,P-102,2025-10-01,20,653.6,13072.0,Q4
O-00835,C-0007,P-100,2025-12-01,1,980.26,980.26,Q4
O-00836,C-0015,P-103,2025-08-16,13,210.81,2740.53,Q3
O-00837,C-0033,P-103,2025-12-26,5,217.98,1089.9,Q4
O-00838,C-0088,P-100,2025-06-04,14,1237.9,17330.6,Q2
O-00839,C-0085,P-104,2025-05-19,20,151.8,3036.0,Q2
O-00840,C-0018,P-103,2025-02-23,17,262.89,4469.13,Q1
O-00841,C-0016,P-102,2025-02-28,4,779.37,3117.48,Q1
O-00842,C-0078,P-101,2025-05-15,17,456.24,7756.08,Q2
O-00843,C-0046,P-103,2025-06-01,6,203.45,1220.7,Q2
O-00844,C-0064,P-101,2025-12-19,16,366.28,5860.48,Q4
O-00845,C-0001,P-100,2025-12-10,3,1340.89,4022.67,Q4
O-00846,C-0074,P-103,2025-03-18,3,268.21,804.63,Q1
O-00847,C-0010,P-100,2025-05-12,8,1151.84,9214.72,Q2
O-00848,C-0038,P-102,2025-08-26,2,667.95,1335.9,Q3
O-00849,C-0023,P-100,2025-05-29,12,1296.67,15560.04,Q2
O-00850,C-0041,P-103,2025-03-01,4,274.48,1097.92,Q1
O-00851,C-0006,P-100,2025-03-12,6,1098.04,6588.24,Q1
O-00852,C-0057,P-104,2025-05-18,3,139.56,418.68,Q2
O-00853,C-0044,P-101,2025-02-28,13,376.04,4888.52,Q1
O-00854,C-0059,P-102,2025-07-17,16,863.97,13823.52,Q3
O-00855,C-0084,P-101,2025-02-27,5,417.46,2087.3,Q1
O-00856,C-0008,P-101,2025-02-23,14,447.57,6265.98,Q1
O-00857,C-0062,P-104,2025-12-14,15,129.52,1942.8,Q4
O-00858,C-0049,P-102,2025-11-10,1,881.52,881.52,Q4
O-00859,C-0094,P-101,2025-09-05,16,335.81,5372.96,Q3
O-00860,C-0053,P-103,2025-01-24,3,222.89,668.67,Q1
O-00861,C-0041,P-100,2025-12-27,17,1282.36,21800.12,Q4
O-00862,C-0074,P-104,2025-04-25,11,147.25,1619.75,Q2
O-00863,C-0089,P-104,2025-02-18,14,154.74,2166.36,Q1
O-00864,C-0032,P-103,2025-06-27,13,213.01,2769.13,Q2
O-00865,C-0072,P-104,2025-01-28,1,153.78,153.78,Q1
O-00866,C-0021,P-104,2025-08-29,16,165.64,2650.24,Q3
O-00867,C-0010,P-103,2025-06-14,8,228.95,1831.6,Q2
O-00868,C-0036,P-100,2025-09-17,8,1191.21,9529.68,Q3
O-00869,C-0049,P-103,2025-05-01,3,240.17,720.51,Q2
O-00870,C-0074,P-103,2025-02-15,16,239.12,3825.92,Q1
O-00871,C-0016,P-103,2025-12-01,1,208.98,208.98,Q4
O-00872,C-0053,P-100,2025-10-13,18,960.07,17281.26,Q4
O-00873,C-0012,P-104,2025-11-13,10,166.73,1667.3,Q4
O-00874,C-0072,P-101,2025-12-02,15,453.05,6795.75,Q4
O-00875,C-0047,P-100,2025-04-25,15,1099.43,16491.45,Q2
O-00876,C-0099,P-104,2025-11-04,16,157.62,2521.92,Q4
O-00877,C-0047,P-103,2025-02-28,4,266.44,1065.76,Q1
O-00878,C-0029,P-100,2025-06-24,12,1308.55,15702.6,Q2
O-00879,C-0038,P-104,2025-09-25,12,156.86,1882.32,Q3
O-00880,C-0006,P-101,2025-09-10,5,435.06,2175.3,Q3
O-00881,C-0096,P-103,2025-02-24,9,253.45,2281.05,Q1
O-00882,C-0025,P-100,2025-07-21,7,1151.96,8063.72,Q3
O-00883,C-0025,P-102,2025-02-25,14,653.02,9142.28,Q1
O-00884,C-0082,P-104,2025-03-05,15,144.01,2160.15,Q1
O-00885,C-0076,P-104,2025-03-10,16,120.23,1923.68,Q1
O-00886,C-0095,P-100,2025-10-11,14,1312.3,18372.2,Q4
O-00887,C-0062,P-104,2025-04-01,19,129.12,2453.28,Q2
O-00888,C-0017,P-100,2025-07-18,20,1214.59,24291.8,Q3
O-00889,C-0042,P-104,2025-07-16,14,171.42,2399.88,Q3
O-00890,C-0089,P-101,2025-05-21,13,454.9,5913.7,Q2
O-00891,C-0038,P-103,2025-03-10,5,236.12,1180.6,Q1
O-00892,C-0090,P-104,2025-06-03,18,165.19,2973.42,Q2
O-00893,C-0092,P-104,2025-11-20,7,130.55,913.85,Q4
O-00894,C-0080,P-102,2025-12-18,12,897.93,10775.16,Q4
O-00895,C-0017,P-101,2025-09-15,18,417.2,7509.6,Q3
O-00896,C-0042,P-100,2025-06-30,18,1161.76,20911.68,Q2
O-00897,C-0074,P-103,2025-12-12,18,225.02,4050.36,Q4
O-00898,C-0055,P-100,2025-09-25,4,970.61,3882.44,Q3
O-00899,C-0019,P-100,2025-12-10,2,1043.96,2087.92,Q4
O-00900,C-0097,P-101,2025-05-27,9,340.5,3064.5,Q2
O-00901,C-0008,P-102,2025-04-15,18,649.05,11682.9,Q2
O-00902,C-0058,P-100,2025-11-12,18,1323.23,23818.14,Q4
O-00903,C-0096,P-104,2025-07-19,8,146.82,1174.56,Q3
O-00904,C-0090,P-102,2025-12-21,2,899.42,1798.84,Q4
O-00905,C-0050,P-103,2025-12-17,11,284.51,3129.61,Q4
O-00906,C-0007,P-100,2025-05-09,7,1220.64,8544.48,Q2
O-00907,C-0100,P-103,2025-04-26,12,266.07,3192.84,Q2
O-00908,C-0070,P-104,2025-04-11,7,135.44,948.08,Q2
O-00909,C-0023,P-100,2025-04-06,6,1268.73,7612.38,Q2
O-00910,C-0016,P-103,2025-01-21,14,224.42,3141.88,Q1
O-00911,C-0034,P-101,2025-03-24,19,438.44,8330.36,Q1
O-00912,C-0001,P-102,2025-08-27,5,651.18,3255.9,Q3
O-00913,C-0042,P-104,2025-01-27,20,164.26,3285.2,Q1
O-00914,C-0039,P-103,2025-10-21,18,231.33,4163.94,Q4
O-00915,C-0091,P-102,2025-09-27,8,907.96,7263.68,Q3
O-00916,C-0067,P-100,2025-09-16,6,1134.69,6808.14,Q3
O-00917,C-0069,P-103,2025-02-17,12,219.35,2632.2,Q1
O-00918,C-0028,P-102,2025-06-19,12,722.2,8666.4,Q2
O-00919,C-0097,P-104,2025-09-29,16,172.32,2757.12,Q3
O-00920,C-0097,P-100,2025-02-28,12,1147.18,13766.16,Q1
O-00921,C-0083,P-104,2025-11-15,8,170.34,1362.72,Q4
O-00922,C-0088,P-102,2025-07-15,4,748.05,2992.2,Q3
O-00923,C-0070,P-102,2025-01-13,17,870.19,14793.23,Q1
O-00924,C-0048,P-104,2025-09-18,15,145.56,2183.4,Q3
O-00925,C-0038,P-101,2025-06-14,17,331.53,5636.01,Q2
O-00926,C-0013,P-101,2025-10-03,18,321.03,5778.54,Q4
O-00927,C-0009,P-101,2025-12-10,7,441.09,3087.63,Q4
O-00928,C-0055,P-100,2025-04-16,18,1308.07,23545.26,Q2
O-00929,C-0095,P-103,2025-11-28,3,265.35,796.05,Q4
O-00930,C-0020,P-100,2025-08-24,11,975.91,10735.01,Q3
O-00931,C-0010,P-100,2025-04-02,9,1194.4,10749.6,Q2
O-00932,C-0074,P-101,2025-05-13,14,374.32,5240.48,Q2
O-00933,C-0081,P-103,2025-08-10,11,201.48,2216.28,Q3
O-00934,C-0087,P-100,2025-10-01,1,1229.4,1229.4,Q4
O-00935,C-0080,P-100,2025-10-27,2,1254.37,2508.74,Q4
O-00936,C-0010,P-102,2025-09-15,4,721.15,2884.6,Q3
O-00937,C-0088,P-102,2025-11-07,3,718.82,2156.46,Q4
O-00938,C-0057,P-103,2025-07-22,1,241.47,241.47,Q3
O-00939,C-0069,P-101,2025-03-11,13,431.55,5610.15,Q1
O-00940,C-0070,P-102,2025-11-21,5,723.46,3617.3,Q4
O-00941,C-0094,P-102,2025-01-06,18,884.93,15928.74,Q1
O-00942,C-0019,P-100,2025-01-22,1,1200.54,1200.54,Q1
O-00943,C-0051,P-104,2025-10-08,3,136.0,408.0,Q4
O-00944,C-0096,P-102,2025-04-19,14,893.58,12510.12,Q2
O-00945,C-0066,P-101,2025-03-24,6,350.91,2105.46,Q1
O-00946,C-0033,P-101,2025-02-28,6,413.94,2483.64,Q1
O-00947,C-0073,P-100,2025-10-09,15,1230.76,18461.4,Q4
O-00948,C-0010,P-102,2025-12-10,3,710.19,2130.57,Q4
O-00949,C-0026,P-104,2025-09-07,11,138.75,1526.25,Q3
O-00950,C-0086,P-101,2025-02-21,10,406.73,4067.3,Q1
O-00951,C-0025,P-102,2025-09-06,15,731.94,10979.1,Q3
O-00952,C-0085,P-102,2025-12-22,19,682.67,12970.73,Q4
O-00953,C-0073,P-102,2025-06-11,14,687.22,9621.08,Q2
O-00954,C-0041,P-101,2025-04-24,14,358.74,5022.36,Q2
O-00955,C-0047,P-101,2025-12-14,11,442.9,4871.9,Q4
O-00956,C-0060,P-103,2025-07-03,10,242.61,2426.1,Q3
O-00957,C-0014,P-101,2025-11-27,20,331.48,6629.6,Q4
O-00958,C-0036,P-101,2025-10-03,7,356.85,2497.95,Q4
O-00959,C-0081,P-100,2025-02-08,1,1316.83,1316.83,Q1
O-00960,C-0081,P-100,2025-10-25,19,1130.16,21473.04,Q4
O-00961,C-0076,P-101,2025-01-19,18,356.49,6416.82,Q1
O-00962,C-0070,P-103,2025-12-01,5,232.01,1160.05,Q4
O-00963,C-0029,P-104,2025-05-29,5,144.4,722.0,Q2
O-00964,C-0066,P-100,2025-07-23,12,1170.91,14050.92,Q3
O-00965,C-0085,P-101,2025-11-11,6,426.01,2556.06,Q4
O-00966,C-0018,P-103,2025-03-23,6,249.56,1497.36,Q1
O-00967,C-0073,P-101,2025-09-05,12,325.66,3907.92,Q3
O-00968,C-0098,P-103,2025-04-29,3,223.13,669.39,Q2
O-00969,C-0030,P-100,2025-12-09,7,1177.51,8242.57,Q4
O-00970,C-0047,P-103,2025-08-29,15,277.14,4157.1,Q3
O-00971,C-0006,P-102,2025-02-22,17,817.4,13895.8,Q1
O-00972,C-0036,P-102,2025-10-24,18,799.64,14393.52,Q4
O-00973,C-0049,P-103,2025-07-07,19,257.17,4886.23,Q3
O-00974,C-0010,P-104,2025-05-09,13,171.07,2223.91,Q2
O-00975,C-0029,P-104,2025-07-27,12,162.9,1954.8,Q3
O-00976,C-0045,P-103,2025-09-04,20,200.58,4011.6,Q3
O-00977,C-0018,P-103,2025-03-26,8,206.75,1654.0,Q1
O-00978,C-0083,P-102,2025-04-19,5,692.33,3461.65,Q2
O-00979,C-0047,P-104,2025-03-02,8,141.77,1134.16,Q1
O-00980,C-0043,P-100,2025-09-04,16,1161.19,18579.04,Q3
O-00981,C-0076,P-101,2025-11-28,14,323.14,4523.96,Q4
O-00982,C-0006,P-101,2025-10-21,19,342.56,6508.64,Q4
O-00983,C-0081,P-104,2025-01-21,19,127.71,2426.49,Q1
O-00984,C-0022,P-102,2025-04-03,17,908.31,15441.27,Q2
O-00985,C-0077,P-104,2025-11-23,1,166.12,166.12,Q4
O-00986,C-0094,P-102,2025-02-13,7,765.78,5360.46,Q1
O-00987,C-0061,P-103,2025-03-29,8,272.66,2181.28,Q1
O-00988,C-0077,P-101,2025-10-26,6,407.25,2443.5,Q4
O-00989,C-0066,P-102,2025-03-27,11,898.26,9880.86,Q1
O-00990,C-0077,P-104,2025-02-05,8,139.86,1118.88,Q1
O-00991,C-0017,P-100,2025-01-09,7,1179.54,8256.78,Q1
O-00992,C-0065,P-103,2025-03-18,20,208.43,4168.6,Q1
O-00993,C-0061,P-104,2025-11-04,2,166.08,332.16,Q4
O-00994,C-0069,P-104,2025-03-02,3,145.32,435.96,Q1
O-00995,C-0017,P-104,2025-10-04,1,167.09,167.09,Q4
O-00996,C-0100,P-103,2025-09-25,14,232.41,3253.74,Q3
O-00997,C-0006,P-104,2025-08-08,8,169.27,1354.16,Q3
O-00998,C-0062,P-103,2025-06-29,19,270.4,5137.6,Q2
O-00999,C-0098,P-104,2025-02-20,14,127.03,1778.42,Q1
O-01000,C-0062,P-101,2025-02-12,10,403.76,4037.6,Q1
